,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
71,Services,2023/BZP 00000345,True,Kompleksowa obsługa bankowa budżetu Gminy Skwierzyna oraz jednostek organizacyjnych Gminy Skwierzyna,"66110000-4 (Usługi bankowe),66113000-5 (Usługi udzielania kredytu)","{'4.3.)': 425399.01, '6.2.)': 486000.0, '6.3.)': 486000.0, '6.4.)': 486000.0, '8.2.)': 486000.0}",1
72,Services,2023/BZP 00000347,True,Konserwacja oświetlenia ulicznego w okresie 12 miesięcy na terenie Miasta Zielonka,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'6.2.)': 177165.12, '6.3.)': 177165.12, '6.4.)': 177165.12, '8.2.)': 177165.12}",1
73,Works,2023/BZP 00000350,True,Przebudowa bloku operacyjnego w Ośrodku Szpitalnym im. M. Madurowicza przy ul. Wileńskiej 37 Wojewódzkiego Specjalistycznego Szpitala im. M. Pirogowa w Łodzi,45215140-0 (Roboty budowlane w zakresie obiektów szpitalnych),"{'6.2.)': 4587990.0, '6.3.)': 5854487.9, '6.4.)': 4587990.0, '8.2.)': 4587990.0}",1
74,Delivery,2023/BZP 00000352,True,Dostawa drukarki  3 D z wyposażeniem dla  Katedry Mechaniki i Podstaw Konstrukcji Maszyn Politechniki Częstochowskiej,42962000-7 (Urządzenia drukujące i graficzne),"{'6.2.)': 18099.45, '6.3.)': 19306.74, '6.4.)': 18099.45, '8.2.)': 18099.45}",1
75,Works,2023/BZP 00000358,True,"Realizacja w trybie ""zaprojektuj i wybuduj"" zadania pn.: Budowa Ośrodka Testowania Robotów Kosmicznych (OTRK) Zespół laboratoriów","45000000-7 (Roboty budowlane),71220000-6 (Usługi projektowania architektonicznego)","{'6.2.)': 4731699.74, '6.3.)': 9633478.0, '6.4.)': 4731699.74, '8.2.)': 4731699.74}",1
76,Delivery,2023/BZP 00000359,True,Zakup i dostawa wyposażenia IT dla pomieszczeń CUP oraz zakup i dostawa wyposażenia serwerowni na potrzeby funkcjonowania CUP w ramach projektu pn.: Centrum Usług Publicznych (CUP Koszarowa),"30200000-1 (Urządzenia komputerowe),30213300-8 (Komputer biurkowy),48000000-8 (Pakiety oprogramowania i systemy informatyczne),30236000-2 (Różny sprzęt komputerowy),30232100-5 (Drukarki i plotery),32420000-3 (Urządzenia sieciowe),31122000-7 (Jednostki prądotwórcze),30237280-5 (Akcesoria zasilające),39717200-3 (Urządzenia klimatyzacyjne),39515410-2 (Rolety wewnętrzne)","{'4.3.1)': 121951.22, '4.5.5.)': 15000.0, '6.2.)': 11070.0, '6.3.)': 14500.0, '6.4.)': 14500.0, '8.2.)': 14500.0}",2
78,Services,2023/BZP 00000370,True,Zimowe utrzymanie drogi (starodroża) DK 8 Suwałki – Szypliszki – Budzisko.,90620000-9 (Usługi odśnieżania),{},1
79,Services,2023/BZP 00000372,True,Zarządzanie zasobem komunalnym lokali mieszkalnych i użytkowych w Gminie Lądek-Zdrój,70000000-1 (Usługi w zakresie nieruchomości),"{'4.3.)': 343596.54, '6.2.)': 282033.24, '6.3.)': 282033.24, '6.4.)': 282033.24, '8.2.)': 282033.24}",1
80,Services,2023/BZP 00000373,True,"Montaż, demontaż, konserwacja i magazynowanie oświetlenia świątecznego","45316100-6 (Instalowanie urządzeń oświetlenia zewnętrznego),45223100-7 (Montaż konstrukcji metalowych),50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),63122000-0 (Usługi magazynowania)","{'6.2.)': 396000.0, '6.3.)': 396000.0, '6.4.)': 396000.0, '8.2.)': 396000.0}",1
81,Services,2023/BZP 00000383,True,"Świadczenie usług w zakresie dozorowania obiektów po byłej KWK „Wawel” 
przy ul. Szyb Walenty w Rudzie Śląskiej – Rudzie",79710000-4 (Usługi ochroniarskie),"{'6.2.)': 17958.0, '6.3.)': 19678.77, '6.4.)': 17958.0, '8.2.)': 107748.0}",1
83,Services,2023/BZP 00000393,True,Odbiór i zagospodarowanie odpadów komunalnych z terenu Gminy Solina,"90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90512000-9 (Usługi transportu odpadów),90533000-2 (Usługi gospodarki odpadami),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych)","{'4.3.)': 944676.09, '6.2.)': 1295600.62, '6.3.)': 1295600.62, '6.4.)': 1295600.62, '8.2.)': 1295600.62}",1
84,Delivery,2023/BZP 00000396,True,Dostawa paliw płynnych dla pojazdów i sprzętów Gminy Miasto Chełmno”,"09134000-7 (Oleje napędowe),09132000-3 (Benzyna),09133000-0 (Skroplony gaz ropopochodny (LPG))",{},1
85,Services,2023/BZP 00000402,True,"Świadczenie usług polegających m.in. na dezynsekcji, dezynfekcji  oraz  deratyzacji w budynkach i lokalach zarządzanych przez Zarząd Budynków Komunalnych w Krakowie.","90670000-4 (Usługi w zakresie dezynfekcji oraz tępienia szkodników na obszarach miejskich lub wiejskich),90921000-9 (Usługi dezynfekcji i dezynsekcji budynków),90923000-3 (Usługi odszczurzania)","{'4.3.)': 162601.63, '6.2.)': 226197.0, '6.3.)': 226197.0, '6.4.)': 226197.0, '8.2.)': 200000.0}",1
86,Services,2023/BZP 00000403,True,„Kompleksowe zimowe utrzymanie dróg gminnych w roku 2023”,"90620000-9 (Usługi odśnieżania),90611000-3 (Usługi sprzątania ulic),90630000-2 (Usługi usuwania oblodzeń)","{'4.3.)': 180212.37, '6.2.)': 234034.53, '6.3.)': 234034.53, '6.4.)': 234034.53, '8.2.)': 234034.53}",1
87,Delivery,2023/BZP 00000411,True,Dostawa artykułów spożywczych wg dodatku nr 2 do niniejszej SWZ.,"15510000-6 (Mleko i śmietana),15811000-6 (Pieczywo),15110000-2 (Mięso),15131120-2 (Produkty wędliniarskie),15112000-6 (Drób),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15800000-6 (Różne produkty spożywcze)","{'4.3.)': 583533.95, '4.3.1)': 554360.1, '4.5.5.)': 84606.0, '6.2.)': 118722.12, '6.3.)': 118722.12, '6.4.)': 118722.12, '8.2.)': 118722.12}",7
88,Delivery,2023/BZP 00000416,True,"„Dostawa paliw płynnych w 2023 roku dla Zarządu Dróg Powiatowych 
w Tarnowskich Górach”",09100000-0 (Paliwa),{},1
89,Services,2023/BZP 00000418,True,USŁUGA W ZAKRESIE OBSŁUGI KONSERWACYJNEJ ORAZ NAPRAW AWARYJNYCH STACJI UZDATNIANIA WODY ORAZ ZESTAWU POMPOWEGO Z PODZIAŁEM NA DWA ZADANIA.,50720000-8 (Usługi w zakresie napraw i konserwacji centralnego ogrzewania),"{'4.5.5.)': 234384.82, '6.2.)': 216000.0, '6.3.)': 235000.0, '6.4.)': 216000.0, '8.2.)': 226800.0}",2
90,Delivery,2023/BZP 00000424,True,Sukcesywna dostawa paliw płynnych.,09100000-0 (Paliwa),"{'4.3.1)': 356288.0, '4.5.5.)': 89072.0, '6.2.)': 252239.4, '6.3.)': 285511.29, '6.4.)': 252239.4, '8.2.)': 252239.4}",1
91,Delivery,2023/BZP 00000426,True,Sukcesywne dostawy worków do selektywnej zbiórki odpadów komunalnych wraz z transportem.,18930000-7 (Worki i torby),"{'4.3.)': 560000.0, '4.5.5.)': 202500.0, '6.2.)': 60000.0, '6.3.)': 72000.0, '6.4.)': 60000.0, '8.2.)': 60000.0}",3
92,Services,2023/BZP 00000427,True,Obsługa serwisowa mammografu Senographe Crystal Nova,50421000-2 (Usługi w zakresie napraw i konserwacji sprzętu medycznego),{},1
93,Delivery,2023/BZP 00000431,True,Dostawa oleju opałowego w sezonie grzewczym 2022/2023,09135100-5 (Olej opałowy),"{'6.2.)': 249600.0, '6.3.)': 249920.0, '6.4.)': 249600.0, '8.2.)': 249600.0}",1
94,Services,2023/BZP 00000433,True,Utrzymanie czystości i porządku na terenie miasta Lubawa,"90610000-6 (Usługi sprzątania i zamiatania ulic),90600000-3 (Usługi sprzątania oraz usługi sanitarne na obszarach miejskich lub wiejskich oraz usługi powiązane),90513200-8 (Usługi wywozu stałych odpadów miejskich)","{'4.3.1)': 696562.42, '6.2.)': 748454.12, '6.3.)': 748454.12, '6.4.)': 748454.12, '8.2.)': 748454.12}",1
95,Services,2023/BZP 00000438,True,"Ubezpieczenie Gminy Chojna wraz z jednostkami organizacyjnymi, pomocniczymi oraz Ochotniczymi Strażami Pożarnymi na lata 2023-2024","66500000-5 (Usługi ubezpieczeniowe i emerytalne),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66516400-4 (Usługi ubezpieczenia od ogólnej odpowiedzialności cywilnej),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej),66514110-0 (Usługi ubezpieczeń pojazdów mechanicznych),66514150-2 (Usługi ubezpieczenia statków),66516300-3 (Usługi ubezpieczenia jednostek pływających od odpowiedzialności cywilnej),66516200-2 (Usługi ubezpieczenia statków powietrznych od odpowiedzialności cywilnej)","{'4.5.5.)': 50000.0, '6.2.)': 143754.0, '6.3.)': 143754.0, '6.4.)': 143754.0, '8.2.)': 143754.0}",2
96,Delivery,2023/BZP 00000441,True,"Dostawa paliw płynnych, gazu oraz AdBlue na rok 2023.","09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa),24957000-7 (Dodatki chemiczne),09122000-0 (Propan i butan)","{'6.2.)': 193099.0, '6.3.)': 193099.0, '6.4.)': 193099.0}",1
97,Delivery,2023/BZP 00000442,True,Wyprodukowanie i sukcesywne dostarczanie tablic rejestracyjnych oraz odbiór tablic wycofanych z użytku i ich zagospodarowanie.,"30195000-2 (Tablice),14721000-1 (Glin),34928470-3 (Elementy oznakowania),90533000-2 (Usługi gospodarki odpadami)","{'6.2.)': 159898.77, '6.3.)': 179588.61, '6.4.)': 159898.77, '8.2.)': 159898.77}",1
98,Services,2023/BZP 00000443,True,„Utrzymanie czystości i porządku oraz pielęgnacja zieleni na terenie miasta Drawno w 2023r.”,"90610000-6 (Usługi sprzątania i zamiatania ulic),90620000-9 (Usługi odśnieżania),77314100-5 (Usługi w zakresie trawników)","{'6.2.)': 340000.0, '6.3.)': 340000.0, '6.4.)': 340000.0, '8.2.)': 340000.0}",1
99,Services,2023/BZP 00000446,True,"Świadczenie usług transportu sanitarnego typu „S”, transportu międzyszpitalnego typu „P”, krwi i jej składników oraz transportu POZ na rzecz SPZOZ w Bychawie.",60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),"{'6.2.)': 173400.0, '6.3.)': 173400.0, '6.4.)': 173400.0, '8.2.)': 173400.0}",1
100,Delivery,2023/BZP 00000447,True,Zakup licencji oprogramowania klasy e_Discovery typ I,48000000-8 (Pakiety oprogramowania i systemy informatyczne),"{'6.2.)': 233700.0, '6.3.)': 315495.0, '6.4.)': 233700.0, '8.2.)': 233700.0}",1
101,Services,2023/BZP 00000448,True,Przygotowywanie i dostarczanie  gorących posiłków uczniom do szkół  na terenie Gminy Radziłów w 2023 roku,"55523100-3 (Usługi w zakresie posiłków szkolnych),55321000-6 (Usługi przygotowywania posiłków)","{'6.2.)': 175495.52, '6.3.)': 220032.72, '6.4.)': 175495.52, '8.2.)': 175495.52}",1
102,Delivery,2023/BZP 00000462,True,Zakup paliw płynnych w 2023 r. przez Gminę Koszęcin,"09100000-0 (Paliwa),09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)","{'6.2.)': 201600.0, '6.3.)': 202440.0, '6.4.)': 201600.0, '8.2.)': 201600.0}",1
103,Services,2023/BZP 00000468,True,Zakup biletów miesięcznych na przewóz uczniów i dzieci przedszkolnych do placówek oświatowych z terenu Gminy Głogów w 2023 r. – postępowanie nr 2,"34980000-0 (Bilety przewozowe),60100000-9 (Usługi w zakresie transportu drogowego)","{'4.3.)': 249021.67, '6.2.)': 261752.4, '6.3.)': 261752.4, '6.4.)': 261752.4, '8.2.)': 261752.4}",1
104,Services,2023/BZP 00000471,True,Przyjęcie na linie segregacji i zagospodarowania odpadów komunalnych z terenu Gminy Józefów nad Wisłą na 2023 rok,90533000-2 (Usługi gospodarki odpadami),"{'4.3.)': 462010.19, '6.2.)': 446364.0, '6.3.)': 446364.0, '6.4.)': 446364.0, '8.2.)': 446364.0}",1
105,Services,2023/BZP 00000477,True,",,Zaciągnięcie kredytu długoterminowego w kwocie 2 000 000,00 zł. na sfinansowanie planowanego deficytu budżetowego”","66113000-5 (Usługi udzielania kredytu),66110000-4 (Usługi bankowe)","{'6.2.)': 720560.82, '6.3.)': 815431.8, '6.4.)': 720560.82, '8.2.)': 710393.55}",1
106,Delivery,2023/BZP 00000479,True,Dostawy oleju opałowego grzewczego do jednostek organizacyjnych Gminy Kalinowo w 2023 r.,09135100-5 (Olej opałowy),"{'4.3.)': 600510.0, '6.2.)': 737262.0, '6.3.)': 753645.6, '6.4.)': 737262.0, '8.2.)': 737262.0}",1
107,Services,2023/BZP 00000494,True,"Odbiór i transport odpadów komunalnych od właścicieli nieruchomości 
z terenu gminy Smołdzino oraz z Punktu Selektywnej Zbiórki Odpadów Komunalnych do Zakładu Unieszkodliwiania Odpadów w Bierkowie","90511000-2 (Usługi wywozu odpadów),90500000-2 (Usługi związane z odpadami)","{'6.2.)': 831097.87, '6.3.)': 831091.87, '6.4.)': 831091.87, '8.2.)': 831091.87}",1
108,Delivery,2023/BZP 00000496,True,"Dostawa oleju napędowego i benzyny 95 Pb do napędu samochodów, ciągników i innego sprzętu posiadanego przez ZGKiM w Warcie","09100000-0 (Paliwa),09132100-4 (Benzyna bezołowiowa),09134100-8 (Olej napędowy)","{'6.2.)': 658100.0, '6.3.)': 658100.0, '6.4.)': 658100.0, '8.2.)': 658100.0}",1
109,Works,2023/BZP 00000497,True,"Modernizacja sanitariatów w III Liceum Ogólnokształcącym im. Juliusza Słowackiego w Lesznie, plac Tadeusza Kościuszki 5","45453000-7 (Roboty remontowe i renowacyjne),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45432100-5 (Kładzenie i wykładanie podłóg),45421000-4 (Roboty w zakresie stolarki budowlanej),45442100-8 (Roboty malarskie),45410000-4 (Tynkowanie),45300000-0 (Roboty instalacyjne w budynkach),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45310000-3 (Roboty instalacyjne elektryczne),45314300-4 (Instalowanie infrastruktury okablowania),45321000-3 (Izolacja cieplna),45233250-6 (Roboty w zakresie nawierzchni, z wyjątkiem dróg)","{'6.2.)': 305138.67, '6.3.)': 350000.0, '6.4.)': 305138.67, '8.2.)': 305138.67}",1
110,Services,2023/BZP 00000500,True,"Zimowe utrzymanie ulic, chodników, placów i parkingów będących w zarządzie Gminy Miejskiej Lubawa","90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń)","{'4.3.1)': 196000.0, '6.2.)': 233064.0, '6.3.)': 233064.0, '6.4.)': 233064.0, '8.2.)': 233064.0}",1
111,Delivery,2023/BZP 00000507,True,"Sukcesywna dostawa oleju napędowego na 2023 rok do samochodów, maszyn oraz urządzeń Zakładu Zagospodarowania Odpadów Sierzno Sp. z o. o.",09134100-8 (Olej napędowy),"{'6.2.)': 731640.6, '6.3.)': 736770.6, '6.4.)': 731640.6, '8.2.)': 731640.6}",1
112,Services,2023/BZP 00000518,True,Usługa transportu specjalistycznego i sanitarnego dla SP ZOZ MSWiA w Lublinie,60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),"{'6.2.)': 348395.6, '6.3.)': 348395.6, '6.4.)': 348395.6, '8.2.)': 348395.6}",1
113,Services,2023/BZP 00000523,True,Kompleksowe ubezpieczenie Szpitala w Puszczykowie im. Prof. S.T. Dąbrowskiego S.A.,"66510000-8 (Usługi ubezpieczeniowe),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66515100-4 (Usługi ubezpieczenia od ognia),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66515410-0 (Usługi ubezpieczenia od strat finansowych)","{'4.5.5.)': 200000.0, '6.2.)': 248544.22, '6.3.)': 308772.27, '6.4.)': 248544.22, '8.2.)': 248544.22}",2
114,Services,2023/BZP 00000530,True,"Udzielenie i obsługa kredytu długoterminowego w wysokości 1.730.466,89 zł",66113000-5 (Usługi udzielania kredytu),"{'6.2.)': 488553.39, '6.3.)': 488553.39, '6.4.)': 488553.39, '8.2.)': 488553.39}",1
115,Services,2023/BZP 00000532,True,Utrzymanie i konserwacja terenów zieleni miejskiej oraz terenów cmentarzy komunalnych i wywóz odpadów wytworzonych przez użytkowników  cmentarzy komunalnych będących własnością Gminy Miasta Mrągowa,77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),{'4.5.5.)': 165311.65},3
116,Delivery,2023/BZP 00000533,True,"Dostawa oleju napędowego (ON), benzyny bezołowiowej 95 oraz materiałów eksploatacyjnych dla potrzeb Gminy Bielsk Podlaski od 01 stycznia 2023 r. do 31 grudnia 2023 r.","09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa),09211000-1 (Oleje smarowe i środki smarowe),09211100-2 (Oleje silnikowe),09211400-5 (Oleje do kół zębatych),09211650-2 (Płyny hamulcowe),09211610-0 (Płyny do celów hydraulicznych),24961000-8 (Płyny chłodnicze)","{'6.2.)': 894866.98, '6.3.)': 903188.7, '6.4.)': 894866.98, '8.2.)': 894866.98}",1
117,Services,2023/BZP 00000535,True,Zakup usługi dystrybucji energii elektrycznej.,65300000-6 (Przesył energii elektrycznej i podobne usługi),"{'6.2.)': 217313.12, '6.3.)': 217313.12, '6.4.)': 217313.12, '8.2.)': 217313.12}",1
118,Services,2023/BZP 00000541,True,Ochrona fizyczna wraz z monitoringiem Sądu Rejonowego w Jędrzejowie,79710000-4 (Usługi ochroniarskie),"{'4.3.)': 394308.94, '6.2.)': 484570.8, '6.3.)': 484570.8, '6.4.)': 484570.8, '8.2.)': 484570.8}",1
119,Delivery,2023/BZP 00000544,True,„Dostawa paliw do pojazdów i maszyn Powiatowego Zarządu Dróg w Świdwinie”,"09132100-4 (Benzyna bezołowiowa),09134100-8 (Olej napędowy)","{'4.3.1)': 138861.79, '6.2.)': 6.99, '6.3.)': 6.99, '6.4.)': 6.99, '8.2.)': 12878.5}",2
120,Services,2023/BZP 00000546,True,Świadczenie usług pocztowych,"64100000-7 (Usługi pocztowe i kurierskie),64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek)","{'4.3.)': 440150.34, '6.2.)': 468281.13, '6.3.)': 468281.13, '6.4.)': 469281.13, '8.2.)': 468281.13}",1
121,Delivery,2023/BZP 00000550,True,Zakup sprzętu i oprogramowania w ramach projektu grantowego „Wsparcie dzieci z rodzin pegeerowskich w rozwoju cyfrowym -Granty PPGR”,"30213300-8 (Komputer biurkowy),30213100-6 (Komputery przenośne),48700000-5 (Pakiety oprogramowania użytkowego)","{'4.3.)': 102507.32, '6.2.)': 88166.4, '6.3.)': 116508.06, '6.4.)': 88166.4, '8.2.)': 88166.4}",1
122,Services,2023/BZP 00000561,True,"Świadczenie usług ochrony fizycznej obiektów, osób i mienia oraz monitoringu w Muzeum Kinematografii w Łodzi.","79710000-4 (Usługi ochroniarskie),79714000-2 (Usługi w zakresie nadzoru)","{'6.2.)': 414319.1, '6.3.)': 642208.78, '6.4.)': 414319.1, '8.2.)': 414319.1}",1
123,Services,2023/BZP 00000565,True,Usługa udostępniania sali sekcyjnej wraz z wyposażeniem i obsługą technika sekcyjnego oraz miejsc do przechowywania zwłok na zlecenie Prokuratury Okręgowej w Toruniu i prokuratur rejonowych.,"98370000-7 (Usługi pogrzebowe i podobne),85112000-7 (Dodatkowe usługi szpitalne),85141000-9 (Usługi świadczone przez personel medyczny)","{'4.3.1)': 239012.38, '4.5.5.)': 239012.38, '6.2.)': 191880.0, '6.3.)': 191880.0, '6.4.)': 191880.0, '8.2.)': 191880.0}",2
124,Services,2023/BZP 00000568,True,"Ubezpieczenie mienia, odpowiedzialności cywilnej z tytułu prowadzonej działalności oraz posiadania mienia TBS Warszawa Północ Sp. z o.o. oraz NNW pracowników Zamawiającego","66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków)","{'4.3.)': 367400.0, '6.2.)': 295120.44, '6.3.)': 456811.24, '6.4.)': 295120.44, '8.2.)': 295120.44}",1
125,Delivery,2023/BZP 00000576,True,33/2022 Dostawa środków dezynfekcyjnych,33631600-8 (Środki antyseptyczne i dezynfekcyjne),"{'6.2.)': 260889.82, '6.3.)': 260889.82, '6.4.)': 260889.82, '8.2.)': 282082.02}",1
126,Services,2023/BZP 00000578,True,Świadczenie usług prawnych na rzecz Gdańskiego Centrum Usług Wspólnych i jednostek przez nie obsługiwanych.,79100000-5 (Usługi prawnicze),"{'4.3.)': 1038225.37, '4.5.5.)': 423816.58, '6.2.)': 243.54, '6.3.)': 243.54, '6.4.)': 243.54, '8.2.)': 243.54}",2
127,Delivery,2023/BZP 00000580,True,Odczynniki do badań immunohistochemicznych wraz z dzierżawą sprzętu do wykonywania badań immunohistochemicznych,"33696500-0 (Odczynniki laboratoryjne),38434560-9 (Analizatory chemiczne)","{'6.2.)': 589505.7, '6.3.)': 589505.7, '6.4.)': 589505.7, '8.2.)': 589505.7}",1
128,Services,2023/BZP 00000585,True,"Zimowe utrzymanie terenów miejskich 
w terminie od 01.01.2023 r. do 15.03.2023 r. oraz od 15.11.2023 r. do 31.12.2023 r.","90600000-3 (Usługi sprzątania oraz usługi sanitarne na obszarach miejskich lub wiejskich oraz usługi powiązane),90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń),90611000-3 (Usługi sprzątania ulic)","{'6.2.)': 934120.0, '6.3.)': 1742400.0, '6.4.)': 934120.0, '8.2.)': 934120.0}",1
129,Services,2023/BZP 00000588,True,Odbiór i zagospodarowanie odpadów komunalnych od właścicieli nieruchomości zamieszkałych i PSZOK z terenu gminy Mochowo,"90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90512000-9 (Usługi transportu odpadów),90511300-5 (Usługi zbierania śmieci),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90533000-2 (Usługi gospodarki odpadami)","{'6.2.)': 978099.0, '6.3.)': 1217192.4, '6.4.)': 978099.0, '8.2.)': 978099.0}",1
